User_ID,Age,Gender,City,Occupation,Income_Lakhs,Digital_Usage_Score,Cricket_Skill,Bought_Saree,Bought_Cookware,Bought_AirFryer,Bought_Premium_Pen,Annual_Spend_Estimate,Switch_Intent
289,16,Female,Pune,IT Professional,3.867186872647985,3,4,0,0,0,1,5931.097269018984,0
290,49,Female,Bengaluru,Homemaker,19.30879158371677,7,2,1,1,0,0,19949.33027124475,1
291,30,Female,Nagpur,Student,21.207425749681374,9,2,1,0,0,0,24367.91515010148,1
292,55,Male,Delhi,Business Owner,24.293020450929816,10,1,0,0,0,0,31363.8133505393,1
293,50,Male,Pune,Student,22.576400669942835,4,2,0,0,0,0,24431.267696024453,1
294,47,Male,Pune,Homemaker,16.211764900541127,7,3,0,1,0,0,18011.948395020874,1
295,18,Male,Bengaluru,Business Owner,14.661151462672379,9,2,0,0,0,0,17543.831379356954,1
296,47,Male,Mumbai,Business Owner,3.6125031277768986,8,4,0,0,1,0,9054.19033203827,1
297,28,Male,Delhi,IT Professional,8.426441830585112,8,2,0,0,1,1,11390.83129992488,1
298,35,Male,Pune,Student,13.111524538124382,9,4,0,0,0,0,18633.331296297547,1
299,34,Other,Bengaluru,Homemaker,16.827085801838493,5,4,0,1,0,0,18073.41716005554,1
300,22,Male,Nagpur,Homemaker,15.259540333005035,5,3,0,1,1,0,15499.610547671724,0
301,21,Male,Pune,Business Owner,19.337991772997192,3,2,0,0,0,0,21326.887689992098,0
302,17,Male,Bengaluru,IT Professional,9.1548724795149,5,2,0,0,0,1,11460.110467687964,1
303,31,Female,Mumbai,Business Owner,15.42895736835441,8,5,1,0,0,0,20799.206045185023,1
304,47,Male,Mumbai,Business Owner,4.939129354597426,5,5,0,0,1,0,9207.377996660227,1
305,26,Male,Pune,Business Owner,12.100641518830553,4,1,0,0,1,0,13384.707741323757,0
306,36,Male,Pune,Business Owner,19.503538325001223,8,4,0,0,0,0,24201.405979703453,1
307,36,Male,Delhi,Homemaker,18.25481877543897,7,3,0,1,0,0,20977.199204520224,1
308,44,Male,Bengaluru,Homemaker,24.794140217787938,6,5,0,1,0,0,29061.434145930714,1
309,52,Female,Pune,Business Owner,9.113604771730632,5,2,0,0,0,0,12080.435693945248,0
310,52,Male,Delhi,Business Owner,13.960164581827541,5,1,0,0,0,0,15212.491547101994,0
311,59,Male,Delhi,IT Professional,10.249669103027928,10,3,0,0,1,1,13834.513320990902,1
312,22,Male,Pune,Business Owner,12.693268509301845,2,2,0,0,0,0,14230.604359509514,0
313,41,Male,Mumbai,Homemaker,21.852902857126537,4,2,0,1,0,0,26177.284962431702,0
314,41,Male,Bengaluru,Student,18.052599654146704,8,4,0,0,0,0,23855.192076558757,1
315,48,Male,Bengaluru,Homemaker,22.413706209646797,8,4,0,1,0,0,24527.687401686984,1
316,35,Male,Mumbai,IT Professional,7.477244383301502,1,5,0,0,0,1,6301.5577912563895,0
317,44,Male,Pune,Homemaker,22.213944592511638,2,5,0,1,0,0,21832.989169378794,1
318,47,Male,Bengaluru,Student,4.314770031924457,5,2,0,0,0,0,5621.644172755151,0
319,42,Male,Pune,Business Owner,22.54918416961735,9,2,0,0,0,0,23415.86396257914,1
320,47,Male,Pune,Student,10.239623148136014,10,5,0,0,0,0,16819.709556395454,1
321,19,Female,Delhi,Business Owner,9.920927935109463,7,5,0,0,1,0,12509.162464365425,1
322,33,Male,Mumbai,Business Owner,14.265948687370607,10,2,0,0,0,0,20190.097199165637,1
323,18,Male,Pune,Homemaker,23.695184129911098,5,3,0,1,1,0,25563.668113476906,1
324,49,Female,Nagpur,Homemaker,4.051190022990918,1,2,0,1,1,0,5000.0,0
325,31,Male,Mumbai,Homemaker,10.749081451556396,6,3,0,1,0,0,12378.709694735382,1
326,58,Female,Bengaluru,IT Professional,21.844583751033387,8,3,1,0,1,1,25788.06824443691,1
327,42,Male,Delhi,Homemaker,11.713198503580267,7,2,0,1,1,0,13470.706879951247,1
328,44,Other,Bengaluru,IT Professional,7.381451747135474,2,1,0,0,0,1,8339.772641593,0
329,43,Male,Bengaluru,Homemaker,12.34547198929106,5,5,0,1,0,0,17759.91813942297,1
330,20,Male,Mumbai,Business Owner,11.482155032816724,4,4,0,0,0,0,14523.364469138733,0
331,49,Male,Bengaluru,IT Professional,23.139156432267477,9,2,0,0,1,1,28221.260234320205,1
332,55,Female,Pune,Student,19.762556266348135,10,3,1,0,1,0,22123.07463028015,1
333,51,Female,Bengaluru,IT Professional,14.11254222636814,1,2,1,0,1,1,15747.05503048414,0
334,38,Male,Delhi,IT Professional,24.744152467874564,6,5,0,0,0,1,29073.05923659407,1
335,43,Male,Delhi,Student,13.236105688070312,3,3,0,0,1,0,15272.637107134717,1
336,45,Female,Nagpur,IT Professional,4.281232278046055,9,4,0,0,0,1,9209.797261522317,1
337,49,Male,Delhi,Business Owner,8.770035079929666,5,4,0,0,0,0,10989.672692707953,0
338,47,Female,Bengaluru,Homemaker,12.593550564824877,6,4,1,1,1,0,16892.355596469803,1
339,35,Female,Delhi,Student,6.451857731214642,9,1,0,0,0,0,13745.878841187685,1
340,46,Male,Mumbai,Homemaker,23.846432779128946,9,3,0,1,0,0,29007.489124939777,1
341,37,Male,Delhi,Business Owner,19.87067575199101,8,3,0,0,0,0,21927.241393437154,1
342,47,Male,Pune,Student,8.902318409410999,9,1,0,0,1,0,11611.884121105888,1
343,17,Male,Mumbai,Homemaker,15.997699737394148,4,3,0,1,0,0,19450.179483936077,0
344,32,Female,Nagpur,Homemaker,18.871881456410584,6,1,1,1,0,0,19944.698646369143,0
345,39,Male,Pune,Business Owner,23.708136435949555,5,2,0,0,0,0,26610.246410570697,1
346,56,Female,Bengaluru,Homemaker,22.395977681859033,5,5,1,1,1,0,24204.892199024052,1
347,45,Male,Bengaluru,Business Owner,14.334228975040702,4,4,0,0,0,0,14189.75706833009,0
348,17,Other,Bengaluru,IT Professional,20.042357635446386,2,1,0,0,0,1,22706.896812594805,0
349,54,Male,Pune,Business Owner,15.36718458420687,6,1,0,0,0,0,19780.72535833066,1
350,38,Male,Pune,IT Professional,15.159485581001881,9,1,0,0,0,1,16948.186974465843,1
351,46,Male,Pune,Student,5.524323083440222,1,2,0,0,1,0,6987.2100080638775,0
352,36,Female,Mumbai,Homemaker,5.775028476355345,7,1,0,1,1,0,9945.54846625409,1
353,37,Male,Mumbai,Business Owner,14.649739530494063,6,5,0,0,0,0,19324.65393521109,1
354,16,Female,Bengaluru,Business Owner,8.914953989538144,3,5,0,0,1,0,10748.517866849428,0
355,41,Male,Delhi,Homemaker,3.46281185413031,1,4,0,1,0,0,6816.4841376416125,0
356,56,Male,Bengaluru,Homemaker,18.90246248580467,4,2,0,1,1,0,20649.140722743123,1
357,16,Male,Nagpur,Student,3.7147051271836293,9,5,0,0,0,0,7670.516332215297,1
358,40,Male,Mumbai,Student,16.0960905042892,2,3,0,0,0,0,15146.50874909352,0
359,31,Male,Pune,Business Owner,14.862263470800917,3,3,0,0,0,0,14494.3796559649,0
360,54,Other,Mumbai,Student,24.313923192711698,2,3,0,0,0,0,23264.953194680824,1
361,47,Other,Pune,IT Professional,13.652689065648117,2,1,0,0,0,1,15089.488356469663,0
362,23,Female,Nagpur,Student,4.399231600311542,10,1,0,0,0,0,8861.032962958605,1
363,57,Female,Nagpur,Student,15.137135291742156,8,3,1,0,1,0,19798.521745055867,1
364,53,Male,Mumbai,Business Owner,21.50411575355423,3,4,0,0,0,0,20585.618244631023,1
365,43,Male,Pune,IT Professional,24.93068425419168,7,4,0,0,0,1,26719.299853844223,1
366,56,Male,Nagpur,Student,12.467549821159595,8,1,0,0,1,0,14722.463067608576,1
367,40,Female,Bengaluru,IT Professional,10.046572334928335,3,3,1,0,0,1,15885.113805179702,0
368,49,Male,Bengaluru,IT Professional,22.946372532943975,2,4,0,0,1,1,23615.00987512124,0
369,39,Male,Pune,IT Professional,7.20732683967467,8,1,0,0,0,1,11074.594196132566,1
370,38,Male,Mumbai,Homemaker,16.539436130724386,3,3,0,1,1,0,17884.53011619184,1
371,27,Male,Nagpur,Homemaker,11.92571733198085,7,2,0,1,0,0,18531.375972378537,0
372,21,Female,Mumbai,Homemaker,3.903812029022216,1,3,0,1,1,0,5000.0,0
373,50,Female,Bengaluru,Homemaker,10.640346434725352,6,3,1,1,0,0,13520.547386096825,0
374,59,Male,Nagpur,Business Owner,8.835027495058842,9,5,0,0,0,0,10089.599394367153,1
375,34,Other,Mumbai,Student,18.094005386756713,3,5,0,0,0,0,14834.376821895989,0
376,15,Male,Delhi,Homemaker,23.8733909492222,7,2,0,1,0,0,25904.911053838914,1
377,22,Male,Pune,Business Owner,8.89703812233003,6,2,0,0,0,0,12721.365815337036,1
378,30,Male,Pune,Student,20.852250661337,8,3,0,0,1,0,23256.68920918862,1
379,28,Male,Delhi,Homemaker,4.2179159726450095,3,4,0,1,0,0,6509.446275695257,0
380,26,Male,Bengaluru,Student,14.83866222087589,3,2,0,0,1,0,16551.614829885544,0
381,37,Other,Nagpur,Homemaker,4.552101401617681,4,3,0,1,1,0,6273.9702046792645,1
382,29,Male,Pune,Business Owner,23.548725804874064,3,1,0,0,0,0,27578.65292441738,1
383,42,Female,Delhi,IT Professional,19.859728172262585,9,5,1,0,1,1,23167.655072567522,1
384,48,Male,Delhi,IT Professional,17.474898046501032,4,4,0,0,0,1,20236.208889221587,1
385,16,Male,Bengaluru,Student,21.125720395742615,6,3,0,0,0,0,20519.54687225237,1
386,46,Male,Bengaluru,Business Owner,17.24543550254359,8,1,0,0,0,0,21442.994377645708,1
387,37,Male,Mumbai,IT Professional,24.316776737834406,8,5,0,0,0,1,27802.344664145017,1
388,36,Male,Pune,Homemaker,18.707074853024974,5,1,0,1,0,0,18842.58204904817,0
389,39,Female,Mumbai,IT Professional,23.342489410809428,5,3,1,0,0,1,26639.48696826624,1
390,36,Male,Delhi,Student,14.376901624234037,6,2,0,0,0,0,15898.99957643029,1
391,36,Male,Nagpur,Student,5.575417085600979,10,5,0,0,1,0,14039.786239956109,1
392,56,Male,Nagpur,Business Owner,14.619909871306376,7,1,0,0,0,0,13252.276860616523,1
393,20,Male,Bengaluru,Student,5.791202217388053,10,2,0,0,0,0,11287.71930091142,1
394,29,Male,Nagpur,IT Professional,16.034856541880913,7,4,0,0,0,1,19620.2510907978,1
395,57,Male,Nagpur,IT Professional,13.614847331608585,4,3,0,0,0,1,15053.119820458658,0
396,51,Male,Nagpur,IT Professional,16.6966587523212,6,3,0,0,0,1,18638.187351275177,1
397,47,Male,Delhi,IT Professional,3.221033583206295,7,5,0,0,1,1,6858.289983071807,1
398,22,Male,Nagpur,Business Owner,7.28649081641801,5,1,0,0,1,0,11910.873431672393,0
399,58,Male,Nagpur,Homemaker,13.80926950206688,5,4,0,1,1,0,12964.898483914616,0
400,58,Male,Nagpur,Homemaker,23.911078354960967,2,5,0,1,1,0,23299.1045613406,1
401,19,Male,Mumbai,Business Owner,11.439398887813486,7,5,0,0,1,0,12838.764619169206,1
402,53,Female,Delhi,Student,12.336184573179963,6,1,1,0,0,0,13141.600033734578,0
403,18,Male,Bengaluru,Homemaker,18.723313958145688,1,4,0,1,0,0,19908.81196901654,0
404,20,Male,Mumbai,Student,16.283440660294595,4,1,0,0,0,0,19462.115229762294,0
405,59,Male,Pune,Homemaker,9.576375302163331,3,3,0,1,1,0,13206.581039627406,0
406,46,Other,Delhi,Student,12.03796070248341,3,2,0,0,0,0,14748.156367742578,0
407,44,Male,Delhi,Business Owner,7.789395574859114,7,3,0,0,0,0,12661.679423342646,0
408,49,Male,Pune,IT Professional,24.252472100864587,10,3,0,0,0,1,26428.85565938194,1
409,54,Female,Pune,Student,5.873956394261914,4,5,0,0,0,0,10841.082877513832,1
410,30,Male,Pune,IT Professional,11.180409260461229,8,3,0,0,0,1,14760.894198952208,1
411,27,Male,Bengaluru,Student,3.568457388840246,9,4,0,0,0,0,10134.449547033026,1
412,56,Male,Nagpur,Student,7.879148822538021,3,3,0,0,0,0,6626.814789702152,0
413,44,Male,Delhi,Student,20.170365044363407,5,4,0,0,1,0,22187.525373326956,0
414,33,Other,Nagpur,Student,7.425855110355348,4,1,0,0,0,0,11311.886927490823,0
415,31,Female,Nagpur,Student,4.761394855637243,10,5,0,0,1,0,9817.243740996195,1
416,33,Male,Pune,IT Professional,13.437969956579511,6,4,0,0,0,1,14930.030185998692,1
417,42,Male,Bengaluru,Student,3.219323164159407,10,3,0,0,0,0,10838.949834543655,1
418,40,Male,Mumbai,IT Professional,4.86485539737933,4,5,0,0,1,1,5000.0,0
419,51,Male,Bengaluru,Business Owner,20.767769130385453,8,5,0,0,1,0,24726.91564589143,1
420,40,Female,Nagpur,Homemaker,19.97241358691134,3,4,1,1,1,0,22752.75500867663,1
421,37,Male,Bengaluru,Student,23.133054048907713,5,4,0,0,1,0,29824.434708828445,1
422,23,Male,Pune,Homemaker,21.79933959003649,1,2,0,1,1,0,21382.628404545078,0
423,26,Female,Mumbai,IT Professional,18.029862391275998,6,2,1,0,1,1,20476.959883956326,1
424,15,Male,Pune,Business Owner,4.151322860614583,5,5,0,0,1,0,5761.940593913633,1
425,15,Male,Mumbai,Business Owner,20.222669595706463,8,2,0,0,1,0,24699.609913535558,1
426,48,Male,Nagpur,Business Owner,21.60123783849233,9,3,0,0,0,0,27277.09437448806,1
427,46,Other,Mumbai,Homemaker,20.579807206983,8,1,0,1,0,0,26766.433964319636,1
428,39,Male,Mumbai,IT Professional,14.186538776776574,8,5,0,0,1,1,19698.634328738193,1
429,54,Male,Mumbai,Student,8.123840450288597,3,1,0,0,0,0,8629.09215098802,0
430,59,Male,Bengaluru,Student,21.597259465151986,4,2,0,0,0,0,25224.001510410835,1
431,15,Male,Bengaluru,IT Professional,18.997581814283045,4,4,0,0,0,1,21180.6731023725,1
432,30,Female,Nagpur,Homemaker,24.576745836554736,5,5,1,1,1,0,28567.250294191144,1
433,53,Female,Mumbai,Student,6.425237150630524,9,2,0,0,0,0,12529.972016422287,1
434,19,Male,Delhi,IT Professional,7.964620827145211,9,3,0,0,0,1,15724.872319164864,1
435,36,Male,Nagpur,Student,7.659559297393059,10,5,0,0,0,0,11950.378032387098,1
436,43,Male,Mumbai,Business Owner,20.435874887669407,1,5,0,0,0,0,19844.769682195634,0
437,17,Male,Mumbai,Student,7.111960521902599,8,4,0,0,0,0,12006.287348074038,1
438,26,Male,Bengaluru,Homemaker,4.466516256112734,1,5,0,1,0,0,7331.55009145336,0
439,40,Female,Nagpur,IT Professional,24.96833774488383,2,4,1,0,0,1,26084.4654049327,1
440,30,Male,Mumbai,Homemaker,3.5459786517932814,7,2,0,1,0,0,9541.40323551292,0
441,51,Male,Mumbai,IT Professional,21.375369323495043,8,3,0,0,0,1,26755.486003112375,1
442,36,Male,Nagpur,Business Owner,11.038070514114361,1,3,0,0,0,0,11135.63955833018,0
443,43,Female,Delhi,IT Professional,21.515540114671936,3,5,1,0,1,1,24142.211120789747,0
444,28,Female,Nagpur,Student,15.20165080664519,7,5,1,0,0,0,17831.997224109717,1
445,42,Female,Nagpur,Student,22.835887048699924,9,2,1,0,1,0,27813.087195232125,1
446,19,Male,Delhi,Business Owner,23.376245701121785,8,4,0,0,0,0,25229.927411459314,1
447,44,Male,Nagpur,IT Professional,3.200159988177072,8,3,0,0,0,1,7063.846727308198,1
448,19,Female,Mumbai,Business Owner,4.659067871841342,9,4,0,0,1,0,11158.446179732055,1
449,26,Male,Nagpur,Student,8.50789205055882,10,2,0,0,0,0,15042.185853430303,1
450,30,Male,Delhi,Homemaker,17.724939159997035,3,3,0,1,1,0,20466.622656063715,1
451,40,Female,Pune,Business Owner,22.541988323253133,8,3,1,0,0,0,27116.947673282775,1
452,40,Female,Nagpur,Homemaker,13.11872292846718,1,1,1,1,1,0,13938.41502789277,0
453,35,Male,Bengaluru,Homemaker,16.35340855803384,8,2,0,1,0,0,17819.294353903708,1
454,53,Male,Mumbai,IT Professional,7.146996761502345,7,2,0,0,0,1,10234.826015425138,1
455,50,Male,Mumbai,Business Owner,20.709270345397076,8,1,0,0,0,0,25074.50191272787,1
456,47,Male,Bengaluru,Homemaker,24.281218449776333,1,4,0,1,0,0,22532.411458295788,1
457,44,Male,Bengaluru,Homemaker,8.909176524121143,6,1,0,1,1,0,8405.664690541378,0
458,51,Female,Nagpur,IT Professional,13.88617093521202,7,2,1,0,0,1,19643.836429098912,1
459,37,Female,Bengaluru,IT Professional,4.894554431140223,5,4,0,0,1,1,7496.2314843599015,1
460,24,Female,Pune,Student,15.301006442185304,5,3,1,0,1,0,18220.96500370087,1
461,19,Male,Delhi,Homemaker,14.061235720626971,7,1,0,1,1,0,18672.48936621672,1
462,50,Female,Bengaluru,Student,6.177602651411707,3,4,0,0,0,0,5713.268750441845,0
463,48,Female,Bengaluru,Homemaker,12.725456688597651,6,4,1,1,0,0,14918.465100472395,1
464,45,Male,Pune,Student,10.350302345904392,7,4,0,0,1,0,16858.437554944787,1
465,24,Female,Mumbai,IT Professional,14.480279256714166,1,1,1,0,1,1,14002.968463490699,0
466,33,Female,Mumbai,Business Owner,15.884395379433583,2,3,1,0,1,0,16352.684788539866,0
467,46,Male,Nagpur,IT Professional,3.186902729358609,4,4,0,0,0,1,5000.0,0
468,15,Male,Pune,Student,19.742131624890217,8,1,0,0,0,0,22260.423171928895,1
469,19,Male,Delhi,Student,18.686314420958297,10,2,0,0,1,0,25897.277125642526,1
470,59,Male,Delhi,Business Owner,11.058300496543488,6,1,0,0,0,0,9104.937384483444,0
471,18,Male,Pune,Homemaker,4.164590582514002,1,1,0,1,0,0,5000.0,0
472,30,Female,Delhi,Student,19.60851587527111,10,1,1,0,0,0,25059.336160531097,1
473,38,Male,Mumbai,Student,24.013853530518915,5,4,0,0,0,0,29907.43572799949,1
474,30,Male,Delhi,Student,8.283335112484313,7,1,0,0,0,0,9512.884400707428,0
475,16,Male,Delhi,Business Owner,10.117541502214834,6,2,0,0,0,0,10506.198808142351,1
476,42,Male,Pune,IT Professional,7.043883568599929,9,4,0,0,0,1,9823.6829259438,1
477,46,Male,Pune,Student,15.692594713586473,8,2,0,0,1,0,21096.005507165577,1
478,41,Male,Delhi,Business Owner,6.406510682244009,4,5,0,0,0,0,8657.081608801389,1
479,34,Male,Bengaluru,Student,10.836266756150348,5,1,0,0,0,0,10450.995414123987,1
480,38,Male,Pune,Homemaker,18.334286306553786,7,4,0,1,1,0,22033.40150175372,1
481,26,Male,Nagpur,Business Owner,15.322551626205664,8,4,0,0,1,0,22425.42715798424,1
482,49,Male,Nagpur,Student,11.502176415214576,5,1,0,0,0,0,14531.137217360847,1
483,47,Female,Mumbai,Business Owner,12.245491239765922,9,3,1,0,0,0,17074.607021023214,1
484,47,Male,Delhi,Student,15.36643941771105,10,3,0,0,0,0,20815.9236568754,1
485,57,Female,Bengaluru,IT Professional,3.1290240135175487,4,2,0,0,0,1,5958.029454643281,0
486,51,Male,Mumbai,Student,4.727217105979417,4,1,0,0,0,0,5000.0,0
487,26,Male,Delhi,Business Owner,22.387677490786256,8,1,0,0,1,0,25923.82948655901,1
488,17,Female,Pune,Homemaker,4.713337760008397,1,5,0,1,0,0,5000.0,0
489,15,Male,Nagpur,Homemaker,18.54967911663111,8,3,0,1,0,0,21582.741076676113,1
490,47,Male,Bengaluru,Homemaker,23.240839610399156,5,3,0,1,1,0,27113.0828279469,1
491,54,Male,Nagpur,Student,8.955039294638084,1,1,0,0,1,0,8187.052368125055,0
492,24,Male,Pune,IT Professional,11.150811615309314,4,2,0,0,1,1,12430.874772461066,1
493,57,Male,Delhi,Student,15.516270928583758,2,1,0,0,0,0,13995.92556727537,0
494,58,Male,Pune,Homemaker,22.397597332048864,4,2,0,1,0,0,25154.21845133058,1
495,43,Male,Pune,Business Owner,23.721922919729245,8,3,0,0,0,0,29605.728843251287,1
496,27,Male,Nagpur,Homemaker,19.270391458447897,5,5,0,1,0,0,21048.350423243322,1
497,26,Male,Bengaluru,Business Owner,4.905634738803268,1,4,0,0,1,0,7020.415560111075,0
498,45,Female,Pune,IT Professional,17.721391421766718,7,3,1,0,0,1,20927.477870892326,1
499,16,Other,Nagpur,Business Owner,12.026681881198565,1,2,0,0,0,0,7471.783141083218,0
500,49,Male,Bengaluru,Student,13.355421988803355,9,1,0,0,0,0,17752.39131939441,1
501,37,Female,Delhi,Student,4.081264587593894,3,3,0,0,0,0,5230.122169225808,0
502,31,Male,Delhi,Student,7.20336706561988,3,5,0,0,1,0,8909.358265143243,1
503,40,Male,Mumbai,Business Owner,20.39129936574025,6,2,0,0,0,0,23897.67023602143,1
504,22,Male,Nagpur,Student,12.987094327052915,10,1,0,0,0,0,16619.251276353967,1
505,43,Female,Bengaluru,Student,9.636569315885275,6,4,0,0,0,0,15579.199271405167,1
506,40,Male,Pune,Student,11.448419627229079,6,2,0,0,0,0,14316.096519617913,1
507,24,Male,Delhi,IT Professional,21.796789293164963,1,1,0,0,1,1,21897.461944792132,0
508,40,Male,Bengaluru,Business Owner,19.47797838290905,5,4,0,0,0,0,23467.03759951186,1
509,48,Female,Nagpur,Business Owner,8.990938737983821,6,1,0,0,0,0,12028.01862856189,0
510,55,Female,Mumbai,Homemaker,5.585040484672213,8,4,0,1,0,0,14716.723803161009,1
511,21,Female,Delhi,Business Owner,8.543960876169578,1,4,0,0,0,0,8624.145293953656,0
512,18,Male,Bengaluru,IT Professional,23.256641923204143,5,4,0,0,0,1,26460.272825031938,1
513,59,Male,Bengaluru,Business Owner,15.794954432694617,3,1,0,0,1,0,15796.649122960494,0
514,25,Male,Bengaluru,IT Professional,14.736564592385223,2,4,0,0,0,1,17477.635678461727,0
515,43,Male,Nagpur,IT Professional,16.120659193234154,8,2,0,0,0,1,20738.095981621835,1
516,50,Male,Nagpur,Business Owner,11.052621846423335,7,5,0,0,0,0,13874.685744776663,1
517,39,Male,Nagpur,Homemaker,20.75635444702928,10,5,0,1,1,0,24011.478249825923,1
518,35,Other,Pune,Student,14.512297484605496,7,4,0,0,1,0,15393.452885402845,1
519,50,Female,Bengaluru,Student,5.568453860913502,5,5,0,0,1,0,8905.882978665091,1
520,24,Female,Delhi,Business Owner,5.839432746239385,9,5,0,0,0,0,7565.673805185331,1
521,51,Other,Nagpur,Business Owner,14.810901223057604,5,4,0,0,0,0,19927.84956145793,1
522,23,Male,Nagpur,IT Professional,23.60454479755846,2,4,0,0,0,1,22078.85429802173,1
523,38,Male,Bengaluru,Business Owner,9.783746676876373,3,2,0,0,0,0,10926.996837659828,0
524,49,Other,Nagpur,IT Professional,22.1299057149028,4,3,0,0,0,1,22366.823170755135,1
525,49,Male,Pune,Homemaker,19.810102904735345,5,1,0,1,0,0,22375.4753736125,0
526,50,Female,Pune,Business Owner,8.45187374395195,3,4,0,0,0,0,10004.888102702558,1
527,32,Male,Nagpur,Student,3.7994964629573342,7,4,0,0,0,0,8189.1024589964845,1
528,53,Male,Bengaluru,Student,5.24063983313242,5,5,0,0,0,0,5000.0,1
529,46,Male,Bengaluru,Business Owner,19.026866544643685,5,2,0,0,0,0,19999.46122628577,0
530,38,Female,Bengaluru,IT Professional,7.392734236894228,6,5,0,0,0,1,12333.829139198624,1
531,37,Female,Mumbai,Student,11.167960251118663,7,4,1,0,0,0,15985.063455126683,1
532,46,Male,Nagpur,IT Professional,14.037381652141347,10,4,0,0,0,1,14038.416595588642,1
533,51,Female,Bengaluru,Business Owner,18.96029970590358,10,5,1,0,1,0,24714.75887909327,1
534,26,Male,Pune,Business Owner,5.491086911700759,8,4,0,0,1,0,7426.156959764554,1
535,27,Male,Delhi,Student,11.940060916104153,9,3,0,0,1,0,15256.415162693582,1
536,37,Male,Delhi,Business Owner,13.671604001139299,4,1,0,0,0,0,15216.948826510627,0
537,39,Male,Bengaluru,Homemaker,14.898195407373873,5,1,0,1,1,0,20512.975722673207,0
538,49,Male,Delhi,Homemaker,21.003934110694768,5,1,0,1,1,0,21418.539292328198,0
539,55,Female,Delhi,Student,6.7769202909507715,8,3,0,0,1,0,7969.133588150463,1
540,44,Female,Mumbai,Homemaker,20.772291940185692,9,4,1,1,0,0,26172.92959374714,1
541,31,Male,Pune,IT Professional,18.24332540932635,7,5,0,0,0,1,21687.29016465835,1
542,34,Male,Pune,Student,15.229157912377106,5,2,0,0,0,0,20143.164389882204,0
543,39,Female,Mumbai,Student,18.389613148856583,3,4,1,0,1,0,19183.94533715387,0
544,36,Female,Mumbai,IT Professional,12.064390256936441,1,3,1,0,1,1,14986.024775320438,0
545,27,Female,Delhi,Homemaker,6.0447468912987405,9,3,0,1,0,0,10577.284086735297,1
546,33,Male,Nagpur,Homemaker,17.64683528583808,5,1,0,1,0,0,21205.06550296552,0
547,50,Male,Delhi,Homemaker,14.54279074708369,9,4,0,1,1,0,22290.677721116223,1
548,26,Male,Mumbai,Student,17.066245611941063,10,1,0,0,1,0,21731.749802462717,1
549,55,Male,Pune,Student,10.43597318262678,4,2,0,0,0,0,14525.305653977593,1
550,33,Male,Delhi,Homemaker,22.95106470147639,5,1,0,1,0,0,24223.867558000373,1
551,26,Female,Nagpur,Business Owner,15.922137108662692,4,2,1,0,1,0,18377.215016455175,0
552,23,Male,Delhi,Homemaker,4.878854654399224,2,3,0,1,1,0,5000.0,0
553,21,Male,Bengaluru,IT Professional,12.89568779549743,1,1,0,0,0,1,12387.047857538968,0
554,42,Male,Delhi,Student,19.639833204359956,8,1,0,0,0,0,21523.762686643666,1
555,28,Male,Mumbai,IT Professional,20.47096035810999,4,5,0,0,0,1,24912.465564619466,1
556,45,Male,Pune,IT Professional,13.881135160802692,5,3,0,0,0,1,19858.73188270443,1
557,33,Male,Pune,Student,22.684446558288624,6,5,0,0,0,0,24975.04266962474,1
558,30,Male,Mumbai,Business Owner,8.888705618274546,8,2,0,0,0,0,11342.629253472363,0
559,19,Female,Bengaluru,Homemaker,12.033171339241864,8,2,1,1,0,0,13405.282345821925,1
560,49,Other,Mumbai,IT Professional,22.76913203251734,7,3,0,0,0,1,26798.214784721473,1
561,26,Male,Delhi,Student,22.717647762374735,4,2,0,0,1,0,23513.075053037912,1
562,39,Male,Mumbai,IT Professional,18.08568091414298,6,3,0,0,0,1,19988.248231446443,1
563,35,Female,Mumbai,Homemaker,21.897572036688842,4,2,1,1,0,0,27156.74927155271,0
564,50,Male,Bengaluru,Business Owner,4.953011873037118,7,4,0,0,1,0,7860.214569944754,1
565,37,Male,Delhi,Business Owner,22.02988947657108,1,1,0,0,0,0,23703.18861724842,0
566,30,Female,Nagpur,Business Owner,10.053637944104988,5,4,1,0,0,0,12659.560123934212,1
567,53,Male,Nagpur,Student,6.923293273420759,10,3,0,0,0,0,9212.882458739892,1
568,59,Male,Pune,Student,8.26613639952502,10,3,0,0,0,0,9576.37565384881,1
569,56,Male,Mumbai,Business Owner,12.195307176305516,4,4,0,0,0,0,15170.351293696873,0
570,53,Male,Pune,Homemaker,8.52622410129828,7,1,0,1,1,0,15434.445143031888,1
571,28,Male,Bengaluru,Homemaker,10.052486892362978,9,1,0,1,0,0,15182.46196320398,1
572,45,Female,Nagpur,Student,5.969526693576126,5,5,0,0,0,0,9717.707059944398,0
573,19,Male,Mumbai,Business Owner,9.515888842297969,4,2,0,0,1,0,9706.476231127008,1
574,49,Male,Bengaluru,Homemaker,15.590243919924026,9,5,0,1,1,0,22120.032604050044,1
575,37,Female,Bengaluru,Homemaker,12.720781578003407,5,1,1,1,0,0,17225.790487767485,1
576,43,Male,Mumbai,Homemaker,10.627812747190045,9,4,0,1,1,0,13735.415802581689,1
577,57,Male,Bengaluru,Student,19.421946834856506,8,2,0,0,0,0,24512.76438252276,1
578,25,Female,Mumbai,Business Owner,22.657219370652992,4,4,1,0,1,0,21124.383669307055,1
579,32,Male,Mumbai,IT Professional,19.649362903852733,7,5,0,0,1,1,24597.186837370708,1
